Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
02/28/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.3892,50.716,-2.61614,-1.3268,14550,718612860
02/27/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.716,54.7472,-7.36330,-4.0312,14550,737917800
02/26/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.7472,52.878,3.53493,1.8692,14550,796571760
02/23/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,52.878,49.6876,6.42092,3.1904,14525,768052950
02/22/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.6876,48.4048,2.65015,1.2828,14512.5,721091295
02/21/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.4048,48.9668,-1.14772,-0.562,15237.5,737568140
02/20/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.9668,50.6388,-3.30182,-1.672,15850,776123780
02/16/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.6388,51.3284,-1.34351,-0.6896,16112.5,815917665
02/15/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.3284,50.3316,1.98047,0.9968,16362.5,839860945
02/14/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.3316,45.8336,9.81376,4.498,17250,868220100
02/13/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.8336,45.768,0.14333,0.0656,17250,790629600
02/12/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.768,44.3624,3.16845,1.4056,17250,789498000
02/09/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,44.3624,42.1616,5.21992,2.2008,17550,778560120
02/08/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,42.1616,47.5904,-11.40734,-5.4288,16387.5,690923220
02/07/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,47.5904,45.5168,4.55568,2.0736,16100,766205440
02/06/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.5168,15.854,187.09979,29.6628,8987.5,409082240
02/05/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,15.854,414.9152,-96.17898,-399.0612,6137.5,97303925
02/02/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,414.9152,482.4572,-13.99958,-67.542,4562.5,1893050600
02/01/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,482.4572,474.528,1.67097,7.9292,3475,1676538770
01/31/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,474.528,459.7756,3.20861,14.7524,3475,1648984800
01/30/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,459.7756,472.2408,-2.63959,-12.4652,3400,1563237040
01/29/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,472.2408,513.7644,-8.08223,-41.5236,2912.5,1375401330
01/26/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,513.7644,511.8604,0.37198,1.904,2525,1297255110
01/25/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,511.8604,518.9856,-1.37291,-7.1252,2750,1407616100
01/24/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,518.9856,529.3392,-1.95595,-10.3536,2650,1375311840
01/23/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,529.3392,537.0288,-1.43188,-7.6896,2550,1349814960
01/22/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,537.0288,532.8944,0.77584,4.1344,2375,1275443400
01/19/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,532.8944,525.9768,1.31519,6.9176,2625,1398847800
